x,y,z
4706.4336327499996,2286.2149184999998,3285.6640674999899
4708.0644306249997,2313.1992530000002,3277.0860155
4715.8867412500003,2321.8046920000102,3262.7032760000002
4694.2645278125001,2247.1315654999999,3295.3370849999901
4701.0531528749998,2257.91846975,3286.1878230000002
4705.4292359375004,2264.8364465,3269.2298169999999
4709.2338131249999,2273.6298565000002,3257.7860089999999
4717.8691188749999,2279.1993195,3246.7350784999999
4723.9661218749998,2287.7249382499999,3243.2406384999899
4728.6459158750004,2292.9706067500001,3236.6281090000002
4730.7615838749998,2303.1659352500001,3237.453004
4729.8932029999996,2318.0192627500001,3235.6276585000001
4731.1443963749998,2336.15123275,3235.9484215000002
4734.9587391875002,2353.2892822499998,3226.8616594999899
4737.7797011250004,2368.110052,3216.7937525000002
4736.7843671250002,2371.094435,3212.14216049999
4698.0366616250003,2225.3928190000001,3324.8450429999898
4701.7142856874998,2228.3876129999999,3322.1414675000001
4703.7049536875002,2228.3876129999999,3318.1543885000001
4710.3695553124999,2233.6996877500001,3310.4747775000001
4716.1301881874997,2240.8116782500001,3297.59069
4720.8070525000003,2246.7596052499998,3287.9409765
4723.9161003749996,2253.2643859999998,3283.1096980000002
4724.6116296874998,2257.5504167499998,3277.7871319999999
4728.7169881250002,2266.7236065000002,3271.9590834999999
4738.0736464375004,2275.2683242500002,3257.6825680000002
4751.8106211875001,2282.4271887499999,3242.11698999999
4757.6127023125,2296.2219145000099,3230.3331134999999
4772.3747405624999,2313.0049285,3220.5505874999899
4785.1261469375004,2322.8829842500099,3209.94542
4792.2223891875001,2333.8157285000102,3210.08236449999
4705.0039986250003,2226.3876129999999,3325.509556
4709.1074039374998,2234.5074159999999,3329.9970855000001
4710.406448875,2235.1445760000001,3335.3587129999901
4715.3455748750002,2234.82470375,3334.9542660000002
4717.4592897499997,2241.31776575,3335.74790999999
4729.40329475,2245.6285417499998,3337.0769359999999
4741.6500351249997,2246.5933934999998,3341.1173509999899
4760.9486398125,2252.4831680000002,3349.8116095
4768.0419523749997,2260.3534032500002,3352.2352864999998
4778.1202913750003,2273.8764314999999,3354.9912205000001
4802.6982984374999,2280.8794952500002,3364.6105849999999
4808.7982311249998,2295.1165017500002,3366.9951995000001
4716.9114381874997,2221.0664270000102,3323.1350065000001
4723.8787741875003,2219.076838,3325.4608024999902
4729.7287068750002,2212.2756155000002,3326.63726
4737.6913778750004,2210.6176245000001,3328.63079899999
4742.8496875000001,2200.1779432500002,3335.1845090000002
4751.0755967499999,2192.505627,3338.8829759999899
4764.0149357500004,2191.842431,3342.870054
4771.9776057500003,2193.168823,3345.5281060000002
4783.1856107499998,2189.163618,3347.9053595
4788.1622797500004,2189.4952159999998,3349.5666424999899
4680.57106475,2207.2130995000002,3319.8037279999999
4669.6579826249999,2208.9413949999998,3320.8101879999999
4663.6859796250001,2208.9413949999998,3323.8004970000002
4659.0139981250004,2205.9426937500002,3328.1731679999898
4652.7373076249996,2204.9622169999998,3324.7972669999999
4643.0070594999997,2194.9869382500001,3334.9373649999902
4639.2142010625003,2182.2963825000002,3342.0930879999901
4642.0830145624996,2167.6539925000002,3343.1914204999898
4636.9901346249999,2153.6865182500001,3345.95884749999
4633.8888992499997,2146.3705372499999,3346.06040999999
4627.1129684999996,2132.7594052499999,3358.1843560000002
4626.4252516875003,2126.7763220000102,3364.5818159999899
4622.638252625,2112.5215252500002,3375.060105
4616.5519918125001,2100.2940722500002,3379.4653775000002
4614.8699175624997,2096.6243635000001,3385.5383940000002
4654.1574463124998,2216.3368077500099,3329.02931299999
4643.2453407499997,2220.7061695000002,3332.7172635000002
4637.2733377499999,2222.3641594999999,3335.0430594999898
4618.9118004374996,2239.8103704999999,3345.4786044999901
4609.9923150000004,2246.1380702500001,3348.20103499999
4604.1423823124996,2253.227922,3351.0819689999898
4594.4986146250003,2257.14590675,3355.4546399999999
4583.7970129374999,2277.3256262499999,3358.8672744999899
4576.9941720625002,2297.6950200000001,3361.2105740000002
4574.134147625,2304.1568309999998,3361.1011990000002
4564.8646201874999,2309.8708172500001,3353.0737060000001
4563.9962393124997,2319.6642342500099,3347.6482259999998
4560.6987138750001,2326.6968000000102,3342.95892399999
4676.7454368125,2221.3290032499999,3321.0096325
4669.4734123124999,2222.6658072499999,3314.6512349999998
4666.4874113124997,2222.00261125001,3311.993183
4648.6924960625001,2232.4162565000001,3308.2055485000001
4638.5892010625003,2248.8676645,3306.1058644999998
4636.5985330624999,2249.8624595000001,3303.7800685000002
4629.6311960624998,2253.8416364999998,3302.7832985
4608.8829400000004,2262.9913817500001,3306.7331935000002
4596.6322933749998,2266.6532780000098,3298.7369505000001
4582.3919563125,2272.6285497499998,3283.4466885000002
4577.1105998125004,2273.6220360000002,3276.7950974999999
4567.1840626249996,2273.7001530000098,3278.204127
4551.1376278750004,2265.9392927499998,3278.2744395
4594.9482669999998,2267.6337547500002,3308.7267324999998
4588.1039768749997,2277.0682310000002,3308.6251699999998
4584.2466653125002,2286.8460239999999,3310.5093339999999
4582.5626379374999,2291.1268567500001,3314.1862420000002
4574.449033375,2305.9358997499999,3312.52819
4570.7762921249996,2306.8929389999998,3317.8663799999899
4663.1986749375001,2220.3433135,3304.6536404999902
4658.1018887500004,2209.9374807499998,3297.8090649999899
4651.7080107499996,2200.8567322499998,3290.2622664999899
4646.3104433125,2193.0984705000001,3281.7265105000001
4645.0143280624998,2192.0633062500001,3273.7302685
4644.0189950624999,2189.0789232500001,3269.7431895
4637.9585575000001,2182.5042562499998,3272.8056895
4637.8423465625001,2173.8111009999998,3271.2381565000001
4645.3592714375,2157.5949255,3264.0998614999999
4689.6491869375004,2212.32117475,3314.6636290000001
4694.3231215625001,2214.9765592499998,3306.65176199999
4709.9467037499999,2218.61892425,3296.6463549999999
4719.8673825625001,2216.2391515000099,3291.9694469999999
4732.8067215624997,2219.2235344999999,3295.6242689999899
4748.8214736874997,2224.0156457500102,3293.7345449999998
4755.7888096875004,2225.3420377500001,3289.7474669999901
4771.5383694374996,2237.7947454999999,3283.8817075000002
4788.1304858125004,2241.7335612500001,3266.8579714999901
4802.1891832499996,2248.9406005000001,3266.3069654999999
4820.1985086249997,2259.86553925,3261.9820705000002
4694.0213637500001,2215.63454125,3297.9753810000002
4689.6181527500003,2205.5238424999998,3288.4662924999998
4687.2075638750002,2197.0672285000001,3279.6217179999899
4686.7886185625002,2191.5949974999999,3271.1093995000001
4683.8026165624997,2188.9422125000001,3266.7900645
4682.5084554374998,2187.8953295000001,3258.8016339999999
4678.1111038125,2179.7546885000002,3250.2971279999902
4678.9892503125002,2169.0367890000098,3247.4396324999998
4678.6913987500002,2166.6361702499999,3239.4668270000002
4679.2736468125004,2160.4773047499998,3229.3010379999901
4679.9721058124996,2160.3783417499999,3221.67611449999
4677.9814378125002,2161.0415377499999,3219.3503185
4674.0229963749998,2161.5840652500001,3219.2584470000002
4671.9180715624998,2154.2055842499999,3220.0245224999999
4694.7149389374999,2218.2703935,3290.3113950000002
4694.2940404999999,2210.8007619999998,3280.4700504999901
4700.9615728125,2210.1011020000001,3266.5088145
4702.6524361250003,2213.7004982499998,3259.5249665000001
4706.3349429999998,2213.3168112499998,3246.5683130000002
4706.9132848125,2210.11889225,3241.7264415
4708.9039518125001,2204.4817242499998,3238.0716195
4713.8557741249997,2199.7065467500001,3232.7692609999899
4712.1504791875004,2194.7321415000001,3213.3485165000002
4716.7150388125001,2186.18959,3204.2185599999898
4716.3039060000001,2175.65354325,3197.0821424999999
4716.0109372500001,2172.8705452499999,3185.1535090000002
4720.4090476250003,2194.4916950000002,3222.3024659999901
4731.0618211874998,2192.7425535000002,3213.3485165000002
4737.6170488124999,2187.1843840000001,3205.2153290000001
4750.2415020625003,2180.2503419999998,3190.0169394999998
4764.4703371875003,2171.5267952499999,3174.3057034999902
4784.9461323124997,2165.0202814999998,3160.6550889999899
4789.6337388125003,2164.8549122499999,3153.0614154999898
4702.3768286875002,2224.5460132500002,3281.9828949999901
4699.5119204374996,2234.32380625,3276.8506094999998
4699.2121157499996,2238.2743317499999,3271.8603005
4700.2074497499998,2239.9323227499999,3268.20547849999
4704.0110503750002,2251.6749595000001,3259.7519794999998
4704.8306031250004,2263.4332212499999,3250.9740360000001
4707.816605125,2267.0808002500098,3248.980497
4708.8119381249999,2269.4019872499998,3249.6450099999902
4718.8644528750001,2278.5361225000001,3241.0867174999998
4719.6879118750003,2290.9810177499999,3232.9732869999998
4720.5123474374996,2304.0969224999999,3222.541874
4720.3434021249996,2314.89163925,3212.1260849999999
4721.0447898125003,2321.7718612499998,3206.2015069999902
4714.9057956249999,2336.8734477500002,3192.8266589999998
4709.3441646874999,2222.2248262500002,3275.3377639999999
4722.9512566249996,2222.1102452500099,3261.3512129999999
4728.6254080625004,2223.0568575000002,3256.0286470000001
4733.6020770625,2220.4040725,3251.3770559999998
4741.2668954999999,2222.6653580000002,3243.0719934999902
4757.4508097500002,2215.92359575,3221.9958999999899
4786.1187670625004,2222.56336225,3206.20744099999
4799.4704332499996,2227.6397552499998,3191.3289125000001
4810.128089625,2228.5082415000002,3181.4016305
4812.9720554374999,2217.5481625000002,3172.6241375
4688.5337357500002,2201.9075294999998,3320.468241
4683.1681780625004,2197.57202525,3337.519996
4682.1728440625002,2196.5772312499998,3342.1715869999998
4683.4728655625004,2193.5668112499998,3347.8889089999998
4682.7822190625002,2191.5433737499998,3355.2675139999901
4682.7822190625002,2192.8697667500001,3359.9191059999998
4682.092549125,2191.4978065,3365.3119835000002
4683.3945237500002,2191.4444267499998,3375.3642654999999
4683.3945237500002,2192.43922075,3381.3448834999999
4684.8175921250004,2198.1297685,3388.5750509999898
4690.10090175,2197.3897552499998,3398.3107009999899
4699.3665229375001,2198.63151750001,3406.3850689999999
4705.76919,2203.2999275000002,3415.2843309999998
4708.0684517500003,2202.8641674999999,3426.3646330000001
4710.0591187500004,2208.5013355000001,3430.3517120000001
4715.4684049375001,2214.1489145,3437.5896910000001
4719.7041901250004,2214.1072614999998,3443.2738844999999
4720.1368073125004,2217.7886899999999,3454.7999494999999
4723.1228083124997,2220.7730729999998,3458.4547714999899
4688.4136185625002,2194.8215839999998,3320.29223399999
4687.7219955,2188.1831172500001,3326.6584440000001
4689.0210404375002,2184.8567242499998,3336.0227754999901
4683.3537249375004,2184.1713985000001,3348.0451589999998
4677.72883525,2185.8619382500001,3359.737165
4670.0728048749997,2184.1583799999999,3368.7926779999998
4661.3032774374997,2172.1036764999999,3378.9855849999999
4657.3219424375002,2169.7824894999999,3383.6371760000002
4654.2177763749996,2161.44437075,3385.7635285000001
4649.549701125,2154.7590279999999,3395.1669224999901
4644.9318641874997,2152.79417625,3402.1995240000001
4640.8333416875003,2144.1674282499998,3403.970182
4636.7357947500004,2135.88790225,3407.0620524999999
4636.7357947500004,2131.9087252499999,3407.3943095
4636.9301306875004,2119.6122675000001,3414.9213519999998
4667.3944210625004,2185.0997942499998,3381.5030120000001
4667.8221554375004,2188.7616914999999,3393.4160204999898
4667.4449855000003,2188.2686454999998,3409.9048249999901
4665.7648643749999,2186.1827079999998,3421.3173839999899
4665.7648643749999,2188.1722960000002,3425.6367190000001
4665.390625125,2184.9756847499998,3439.8466024999898
4665.390625125,2184.9756847499998,3442.1723984999999
4665.390625125,2183.3176937500002,3445.1627075000001
4687.4182845625,2190.1792110000001,3315.9728989999999
4680.030049125,2182.4326679999999,3311.0919650000001
4681.0253831250002,2181.4378740000002,3311.0919650000001
4676.3880149375,2180.8892580000002,3321.40807
4673.4020129375003,2180.8892580000002,3325.7274050000001
4672.7113664375001,2177.2351732500001,3332.4258719999898
4671.9035334375003,2168.5316079999998,3339.2571504999901
4668.2278614999996,2167.5185895,3355.9467509999999
4666.9676632500004,2168.1739729999999,3369.9222595000001
4666.2799464375003,2167.1297045000001,3381.9758940000002
4664.5978721874999,2167.0724184999999,3391.0470309999901
4661.9204649374997,2166.67181575,3404.7697600000001
4661.2347012500004,2165.9318014999999,3416.5145749999901
4657.872506875,2162.7703455000001,3429.7198760000001
4656.1933623124996,2159.0225117499999,3440.815803
4654.5132421874996,2159.2421362499999,3451.2550295000001
4651.838763625,2154.4838825000002,3459.7085284999898
4650.8434296249998,2154.4838825000002,3466.0214025
4654.4544316250003,2147.5850037499999,3485.6177035000001
4665.0347227499997,2141.9812670000001,3500.5858509999998
4667.9015831249999,2136.3623395,3508.0439325000002
4672.1963956874997,2131.229519,3516.5364939999999
4676.0833274375,2180.8879502499999,3311.3948504999998
4676.9614729374998,2171.5198812499998,3307.8650284999999
4674.6670949999998,2170.5120607499998,3302.5034000000001
4673.5555500624996,2163.8084945000001,3299.9703479999998
4671.2621476875001,2160.4638620000001,3292.95525
4672.1422473125003,2154.76290225,3290.7466414999899
4670.9603898750001,2162.0814827499999,3284.9511944999999
4668.9697228750001,2164.0710707500002,3283.2899124999999
4666.9790548749997,2166.72385575,3280.6318594999998
4665.9837208749996,2168.0502487500098,3277.97380749999
4664.8028409999997,2178.7043404999999,3270.5327025000001
4660.5207237499999,2182.9630275,3260.8829900000001
4658.2302520624999,2186.2191079999998,3253.2346279999902
4654.3661045625004,2193.2894285000002,3248.7981055
4649.0906064375004,2194.2243210000001,3243.1589085000001
4647.7964453124996,2200.45306575,3235.1939164999899
4645.9229648125001,2208.5338052500001,3230.0928800000002
4636.3892215625001,2220.1488344999998,3211.8546025000001
4628.1287000000002,2220.7247862499999,3202.5840210000001
4624.5479724375,2223.5112422500001,3182.0805690000002
4624.252074,2224.3953535000001,3174.8269639999899
4665.0225493124999,2150.1757412500001,3288.2342764999898
4675.7247181250004,2131.0936965000001,3289.7970030000001
4699.7860835624997,2108.4531255000002,3292.6328174999899
4714.1816972500001,2090.2109915000001,3309.9610994999998
4724.8827992500001,2067.1758257500001,3328.750074
4730.0076992499999,2064.8241987500001,3330.5314100000001
4660.6893461250002,2141.2656507500001,3278.3982959999998
4650.4306053125001,2146.3125104999999,3273.0312279999898
4629.8407441874997,2160.8554815000002,3274.0782144999998
4622.6953897499998,2168.6992472500001,3267.14854900001
4616.2685926875001,2174.8281582499999,3247.03121249999
4657.2666780625004,2129.7071067500001,3270.5000719999998
4638.0692193124996,2136.9999202499998,3266.6718135000001
4635.7157925624997,2149.3476165000002,3262.1717960000001
4623.8975155625003,2158.96099,3255.3125659999901
4614.6083553125,2164.8163627499998,3247.4452135000001
4596.6679187500004,2169.3750302499998,3236.3750285000001
4590.5722834999997,2172.2422554999998,3228.4061415000001
4650.6786785625,2121.0038795,3264.3828844999998
4658.2957890625003,2101.8749277500001,3254.0076905000001
4648.6581592499997,2065.24993425,3234.27356249999
4644.9169469375001,2040.0312269999999,3220.0154699999998
4637.5985266875005,2001.16398925,3199.4764129999999
4640.4921111249996,1991.01169525,3193.1092370000001
4643.2246770000002,1967.9452367500101,3191.0391300000001
4641.1181140625004,1954.9961579999999,3194.3827894999999
4643.1846105625,1942.5312407500001,3192.148498
4654.1376988125003,1917.17185025,3192.8672295000001
4661.1864408125002,1914.1562182499999,3194.9295564999902
4668.6249829999997,1902.4648815,3192.1641334999999
4633.5547476250003,1990.88281325,3194.8594680000001
4635.8241491250001,1978.4921127499999,3199.7342475
4634.3485800625003,1967.8007889999999,3205.7811295000001
4640.6074813750001,1954.76164475,3203.1796205000001
4645.5449577500003,1940.902329,3213.8749250000001
4650.9375636249997,1933.90239625,3220.2892035
4629.1718242500001,1979.9726290000001,3184.6093169999899
4620.1943689375003,1952.4180490000001,3163.9844734999901
4610.0996084999997,1930.16789875001,3147.7343489999898
4598.8339428749996,1924.0898895,3150.6796755
4586.5020670000004,1929.441335,3153.2813169999999
4575.6288777500004,1931.33594025,3158.4062774999902
4553.3008675000001,1938.48833425,3154.2578874999999
4526.6982944375004,1937.3164664999999,3160.5859475000002
4514.8349654374997,1940.7109754999999,3162.0470324999901
4610.3466720625001,1907.2694662500001,3134.2656685000002
4607.2471674375001,1876.4999955000001,3107.3906379999999
4602.1474049375001,1851.4413347499999,3088.1327514999998
4595.2392196874998,1833.76957975,3078.43747999999
4586.0936895000004,1820.835963,3077.6953859999899
4583.9414619999998,1803.0468989999999,3071.6484970000001
4578.6172712500002,1786.7069912500001,3064.125031
4574.8574802499998,1764.9296240000001,3060.9531569999999
4569.8359282499996,1742.0820477499999,3050.2186889999998
4565.1094042499999,1713.9101182500001,3037.9609455
4557.1552610625004,1702.1054617499999,3037.3750595000001
4549.7977759374999,1689.5468552499999,3036.7734139999998
4546.8759269374996,1686.7812172500101,3037.9921199999999
4536.0039745000004,1679.3632415,3020.9843845
4532.5145909374996,1671.56639875,3014.8749240000002
4525.1767830625004,1671.9687462500001,3009.2656975
4541.7930282500001,1674.47261125,3044.3983629999998
4535.9189415624996,1656.07811425001,3045.1328784999901
4522.9483448125002,1643.1796112500001,3053.2500685
4593.1817586249999,1815.5156830000101,3070.0702855
4586.6641561249999,1789.3125150000101,3053.2657044999901
4585.2364376249998,1760.3086607499999,3046.4686895
4580.84768325,1745.4999887500001,3041.921883
4577.1229538750003,1733.07426925,3032.9140600000001
4573.3984776249999,1720.9141272500001,3026.1952569999999
4572.4737128124998,1712.05471025,3025.6250599999898
4571.4833415624998,1703.0468182499999,3023.6327394999998
4568.1239503124998,1687.6171485,3021.3672660000002
4553.9219274999996,1677.2499505000001,3017.7265514999999
4544.4872709375004,1665.9765097500001,3014.515574
4529.927836375,1647.5468969999999,3014.4218460000002
4574.7413139375003,1710.429684,3015.3828370000001
4569.6201616874996,1700.3163704999999,3013.96872049999
4565.9570229999999,1686.996044,3012.789084
4563.5018397499998,1676.1055484999999,3013.1562170000002
4553.5567296250001,1666.9765197500001,3004.0389984999902
4542.218811875,1657.7147817499999,2999.1483699999999
4583.1610939374996,1705.6250525,3001.3359959999898
4588.4092199375,1694.7461477500001,2995.1016395000001
4592.4698060624996,1678.6991765,2985.1093044999998
4600.0225134374996,1652.62506925,2970.3281674999998
4606.1806179374998,1619.664084,2953.5390130000001
4692.9693891249999,2184.0906580000001,3308.1016559999998
4702.6209693125002,2182.4157352500001,3301.418815
4707.4794742499998,2173.3636392499998,3295.5866344999999
4712.8192076875002,2172.1592065,3279.2990765
4714.8098756874997,2170.1696175000002,3272.6539455000002
4721.4783835625003,2172.1032112500002,3263.6609334999998
4724.166534,2173.3657965000002,3256.6692720000001
4723.7524715,2167.2030257500001,3248.1803909999999
4728.6119529999996,2156.4812189999998,3244.3495630000002
4732.2973895625,2156.0623767500001,3238.0302280000001
4735.1671796250002,2145.6799814999999,3232.8625605000002
4730.8899461874998,2144.2507182499999,3229.5491594999899
4736.8089980000004,2173.9612794999998,3244.0370630000002
4749.013529375,2166.8449495,3226.6704789999899
4762.5370695624997,2156.9799122499999,3216.8838219999998
4769.5044065624998,2153.0007342499998,3212.2322299999901
4780.0190511874998,2140.5918617500001,3203.5654635000001
4790.5604966250003,2135.0102557499999,3192.8054750000001
4787.5744956250001,2135.0102557499999,3188.8183960000001
4715.1087038124997,2167.5611090000002,3287.9598325000002
4717.9775173124999,2160.15528425,3286.4626119999998
4721.6590476250003,2159.1123075,3278.7908134999998
4724.5288386875,2150.7234064999998,3274.2954714999901
4728.2123221250004,2150.6595997499999,3267.9605114999999
4728.2123221250004,2149.6648047499998,3266.29922849999
4702.46840875,2204.8919125000002,3322.4617800000001
4706.7524781250004,2201.5655204999998,3326.5021940000001
4709.738480125,2199.9075294999998,3326.8344510000002
4717.9663424999999,2192.5511862499998,3336.51353499999
4721.1349606875001,2183.11801775,3346.0653665
4715.3475280000002,2171.7069799999999,3353.6236589999999
4712.7096158750001,2167.1010620000002,3368.9626745
4717.5227663124997,2155.6691922499999,3369.8362465
4722.8041228125003,2148.3401857499998,3375.244749
4723.6812927499996,2140.3141327500098,3377.41016299999
4726.6672937499998,2136.0033577499999,3377.0779069999999
4728.5397976875001,2129.6470144999998,3378.5788079999902
4728.5397976875001,2127.9890234999998,3380.5723469999898
4721.1349606875001,2183.7812147499999,3348.7234185000002
4725.4200066249996,2181.10239275,3356.1020235000001
4730.7003865625002,2177.0893672500001,3368.8045459999998
4742.9490800624999,2174.0633222500001,3375.20981849999
4753.1607734999998,2167.6900552500001,3379.6196725
4757.0219923124996,2161.5989037499999,3382.8287314999902
4758.0173253125004,2158.9461187500001,3384.8222704999898
4760.0079933124998,2157.2881287499999,3386.8158105000002
4762.1832316250002,2148.18655825,3392.110807
4764.1738986250002,2144.2073812499998,3395.433372
4766.4682775624997,2141.1657112500002,3402.1865264999901
4772.3211399375004,2133.4634447499998,3407.049055
4777.6024964375001,2131.4126634999998,3416.4680739999999
4780.0179681250002,2136.3853277500002,3426.6885505
4778.3329651875001,2133.316315,3436.7877075000001
4717.2427096874999,2190.4287857499999,3317.6479285
4722.2193786874996,2188.1075987499999,3313.3285934999999
4732.1727166874998,2188.7707947499998,3316.9834154999999
4736.5759266875002,2196.54077525,3322.1731679999898
4738.5665936875002,2199.52515825,3326.4925029999999
4741.5525956874999,2202.1779432500002,3327.8215289999898
4748.9042646874996,2202.3016435,3328.6510065000002
4753.8809336875001,2204.2912325000002,3330.9768015
4762.8389376875002,2203.6280364999998,3332.6380844999899
4768.8109406875001,2205.6176245000001,3334.6316234999999
4774.7829436874999,2207.9388115000002,3336.2929064999898
4789.9742358125004,2203.2899407499999,3337.3098829999899
4802.9135758125003,2202.6267447499999,3340.3001920000002
4818.9205144375001,2206.19793175,3334.3452649999999
4826.8831854375003,2205.8663337500002,3335.0097779999901
4831.737784125,2199.6697134999999,3333.6141200000002
4844.6771231250004,2200.3329094999999,3334.2786329999899
4755.7505079374996,2195.8320199999998,3329.8509004999901
4762.7178439375002,2190.8580480000001,3328.8541315000002
4767.3937316874999,2191.5238424999998,3324.1492035000001
4772.3704006874996,2191.5238424999998,3323.8169475
4778.3424036875003,2193.5134315,3324.8137164999898
4779.3377376874996,2196.4978145,3324.4814605000001
4786.2675316875002,2194.4808897500002,3322.4782295
4793.2348686875002,2195.4756847499998,3319.1556644999901
4625.3821881875001,2534.79472175,2977.3316880000102
4625.2503522500001,2546.0754362500002,2966.8877699999998
4624.6484242500001,2549.1249572500001,2963.4531139999999
4624.4793875625001,2557.6054952500099,2956.593848
4624.2842500625002,2559.95706225,2950.89845350001
4624.2685900625002,2562.6132402500002,2945.8905074999898
4625.1025140624997,2576.8594077500002,2940.6719849999899
4624.2724525624999,2590.5117037499999,2936.8125405000001
4623.3809726250001,2599.9453347499998,2939.3749745
